parent_a_id,parent_a_name,parent_a_rarity,parent_a_blood,parent_b_id,parent_b_name,parent_b_rarity,parent_b_blood,blood_match,num_outcomes,out1_id,out1_name,out1_rarity,out1_pct,out1_type,out2_id,out2_name,out2_rarity,out2_pct,out2_type,out3_id,out3_name,out3_rarity,out3_pct,out3_type,out4_id,out4_name,out4_rarity,out4_pct,out4_type,out5_id,out5_name,out5_rarity,out5_pct,out5_type,out6_id,out6_name,out6_rarity,out6_pct,out6_type,out7_id,out7_name,out7_rarity,out7_pct,out7_type,out8_id,out8_name,out8_rarity,out8_pct,out8_type,out9_id,out9_name,out9_rarity,out9_pct,out9_type,out10_id,out10_name,out10_rarity,out10_pct,out10_type
mth_c01,Flat Line,common,calm,mth_r02,Swirl,rare,flow,cross,6,mth_r02,Swirl,rare,48,inherit,mth_c01,Flat Line,common,27,inherit,mth_u01,Circle,uncommon,9,upgrade,CORRUPT,Corrupt,corrupt,9,corrupt,mth_c05,Underline,common,5,sidegrade,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_r03,Triangle,rare,neutral,neutral,6,mth_r03,Triangle,rare,54,inherit,mth_c01,Flat Line,common,30,inherit,mth_u01,Circle,uncommon,6,upgrade,mth_c04,Dot,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_e01,Prism,epic,calm,same,5,mth_e01,Prism,epic,57,inherit,mth_c01,Flat Line,common,23,inherit,mth_u01,Circle,uncommon,9,upgrade,mth_c03,Smile,common,6,sidegrade,NEW,New Species,new,5,new,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_e02,Void,epic,flow,cross,6,mth_e02,Void,epic,54,inherit,mth_c01,Flat Line,common,23,inherit,CORRUPT,Corrupt,corrupt,9,corrupt,mth_u01,Circle,uncommon,5,upgrade,mth_c02,Wave,common,5,sidegrade,NEW,New Species,new,4,new,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_e03,Gem,epic,neutral,neutral,6,mth_e03,Gem,epic,60,inherit,mth_c01,Flat Line,common,23,inherit,mth_c05,Underline,common,6,sidegrade,NEW,New Species,new,5,new,mth_u01,Circle,uncommon,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_l01,Diamond,legendary,calm,same,5,mth_l01,Diamond,legendary,61,inherit,mth_c01,Flat Line,common,18,inherit,NEW,New Species,new,9,new,mth_u01,Circle,uncommon,6,upgrade,mth_c04,Dot,common,6,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_l02,Spark,legendary,flow,cross,6,mth_l02,Spark,legendary,57,inherit,mth_c01,Flat Line,common,17,inherit,CORRUPT,Corrupt,corrupt,9,corrupt,NEW,New Species,new,8,new,mth_c03,Smile,common,6,sidegrade,mth_u01,Circle,uncommon,3,upgrade,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_m01,Core,mythic,calm,same,4,mth_m01,Core,mythic,59,inherit,NEW,New Species,new,18,new,mth_c01,Flat Line,common,17,inherit,mth_c03,Smile,common,6,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c01,Flat Line,common,calm,mth_m02,Nova,mythic,flow,cross,5,mth_m02,Nova,mythic,54,inherit,mth_c01,Flat Line,common,16,inherit,NEW,New Species,new,16,new,CORRUPT,Corrupt,corrupt,9,corrupt,mth_c02,Wave,common,5,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_c02,Wave,common,flow,same,3,mth_c02,Wave,common,77,inherit,mth_u02,Ripple,uncommon,18,upgrade,mth_c05,Underline,common,5,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_c03,Smile,common,neutral,neutral,5,mth_c02,Wave,common,41,inherit,mth_c03,Smile,common,40,inherit,mth_u02,Ripple,uncommon,11,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_c04,Dot,common,neutral,neutral,5,mth_c02,Wave,common,41,inherit,mth_c04,Dot,common,40,inherit,mth_u02,Ripple,uncommon,11,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_c05,Underline,common,neutral,neutral,5,mth_c02,Wave,common,41,inherit,mth_c05,Underline,common,40,inherit,mth_u02,Ripple,uncommon,11,upgrade,mth_c03,Smile,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_u01,Circle,uncommon,calm,cross,5,mth_u01,Circle,uncommon,43,inherit,mth_c02,Wave,common,32,inherit,mth_u02,Ripple,uncommon,11,upgrade,CORRUPT,Corrupt,corrupt,9,corrupt,mth_c01,Flat Line,common,5,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_u02,Ripple,uncommon,flow,same,4,mth_u02,Ripple,uncommon,44,inherit,mth_c02,Wave,common,33,inherit,mth_u02,Ripple,uncommon,17,upgrade,mth_c03,Smile,common,6,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_u03,Curve,uncommon,neutral,neutral,5,mth_u03,Curve,uncommon,47,inherit,mth_c02,Wave,common,36,inherit,mth_u02,Ripple,uncommon,9,upgrade,mth_c04,Dot,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_u04,Whisker,uncommon,neutral,neutral,5,mth_u04,Whisker,uncommon,47,inherit,mth_c02,Wave,common,36,inherit,mth_u02,Ripple,uncommon,9,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_r01,Omega,rare,calm,cross,6,mth_r01,Omega,rare,48,inherit,mth_c02,Wave,common,27,inherit,mth_u02,Ripple,uncommon,9,upgrade,CORRUPT,Corrupt,corrupt,9,corrupt,mth_c03,Smile,common,5,sidegrade,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_r02,Swirl,rare,flow,same,5,mth_r02,Swirl,rare,51,inherit,mth_c02,Wave,common,28,inherit,mth_u02,Ripple,uncommon,13,upgrade,mth_c04,Dot,common,6,sidegrade,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_r03,Triangle,rare,neutral,neutral,6,mth_r03,Triangle,rare,54,inherit,mth_c02,Wave,common,30,inherit,mth_u02,Ripple,uncommon,6,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_e01,Prism,epic,calm,cross,6,mth_e01,Prism,epic,54,inherit,mth_c02,Wave,common,23,inherit,CORRUPT,Corrupt,corrupt,9,corrupt,mth_u02,Ripple,uncommon,5,upgrade,mth_c01,Flat Line,common,5,sidegrade,NEW,New Species,new,4,new,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_e02,Void,epic,flow,same,5,mth_e02,Void,epic,57,inherit,mth_c02,Wave,common,23,inherit,mth_u02,Ripple,uncommon,9,upgrade,mth_c03,Smile,common,6,sidegrade,NEW,New Species,new,5,new,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_e03,Gem,epic,neutral,neutral,6,mth_e03,Gem,epic,60,inherit,mth_c02,Wave,common,23,inherit,mth_c04,Dot,common,6,sidegrade,NEW,New Species,new,5,new,mth_u02,Ripple,uncommon,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_l01,Diamond,legendary,calm,cross,6,mth_l01,Diamond,legendary,57,inherit,mth_c02,Wave,common,17,inherit,CORRUPT,Corrupt,corrupt,9,corrupt,NEW,New Species,new,8,new,mth_c05,Underline,common,6,sidegrade,mth_u02,Ripple,uncommon,3,upgrade,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_l02,Spark,legendary,flow,same,5,mth_l02,Spark,legendary,61,inherit,mth_c02,Wave,common,18,inherit,NEW,New Species,new,9,new,mth_u02,Ripple,uncommon,6,upgrade,mth_c01,Flat Line,common,6,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_m01,Core,mythic,calm,cross,5,mth_m01,Core,mythic,54,inherit,mth_c02,Wave,common,16,inherit,NEW,New Species,new,16,new,CORRUPT,Corrupt,corrupt,9,corrupt,mth_c01,Flat Line,common,5,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c02,Wave,common,flow,mth_m02,Nova,mythic,flow,same,4,mth_m02,Nova,mythic,59,inherit,NEW,New Species,new,18,new,mth_c02,Wave,common,17,inherit,mth_c03,Smile,common,6,sidegrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_c03,Smile,common,neutral,neutral,4,mth_c03,Smile,common,82,inherit,mth_u02,Ripple,uncommon,11,upgrade,mth_c02,Wave,common,5,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_c04,Dot,common,neutral,neutral,5,mth_c03,Smile,common,41,inherit,mth_c04,Dot,common,40,inherit,mth_u03,Curve,uncommon,11,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_c05,Underline,common,neutral,neutral,5,mth_c03,Smile,common,41,inherit,mth_c05,Underline,common,40,inherit,mth_u04,Whisker,uncommon,11,upgrade,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_u01,Circle,uncommon,calm,neutral,5,mth_u01,Circle,uncommon,47,inherit,mth_c03,Smile,common,36,inherit,mth_r01,Omega,rare,9,upgrade,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_u02,Ripple,uncommon,flow,neutral,5,mth_u02,Ripple,uncommon,47,inherit,mth_c03,Smile,common,36,inherit,mth_r02,Swirl,rare,9,upgrade,mth_c04,Dot,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_u03,Curve,uncommon,neutral,neutral,5,mth_u03,Curve,uncommon,47,inherit,mth_c03,Smile,common,36,inherit,mth_r03,Triangle,rare,9,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_u04,Whisker,uncommon,neutral,neutral,5,mth_u04,Whisker,uncommon,47,inherit,mth_c03,Smile,common,36,inherit,mth_r01,Omega,rare,9,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_r01,Omega,rare,calm,neutral,6,mth_r01,Omega,rare,54,inherit,mth_c03,Smile,common,30,inherit,mth_e01,Prism,epic,6,upgrade,mth_c04,Dot,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_r02,Swirl,rare,flow,neutral,6,mth_r02,Swirl,rare,54,inherit,mth_c03,Smile,common,30,inherit,mth_e02,Void,epic,6,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_r03,Triangle,rare,neutral,neutral,6,mth_r03,Triangle,rare,54,inherit,mth_c03,Smile,common,30,inherit,mth_e03,Gem,epic,6,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_e01,Prism,epic,calm,neutral,6,mth_e01,Prism,epic,60,inherit,mth_c03,Smile,common,23,inherit,mth_c02,Wave,common,6,sidegrade,NEW,New Species,new,5,new,mth_l01,Diamond,legendary,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_e02,Void,epic,flow,neutral,6,mth_e02,Void,epic,60,inherit,mth_c03,Smile,common,23,inherit,mth_c04,Dot,common,6,sidegrade,NEW,New Species,new,5,new,mth_l02,Spark,legendary,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_e03,Gem,epic,neutral,neutral,6,mth_e03,Gem,epic,60,inherit,mth_c03,Smile,common,23,inherit,mth_c05,Underline,common,6,sidegrade,NEW,New Species,new,5,new,mth_l02,Spark,legendary,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_l01,Diamond,legendary,calm,neutral,6,mth_l01,Diamond,legendary,62,inherit,mth_c03,Smile,common,19,inherit,NEW,New Species,new,9,new,mth_c01,Flat Line,common,6,sidegrade,mth_m01,Core,mythic,2,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_l02,Spark,legendary,flow,neutral,6,mth_l02,Spark,legendary,62,inherit,mth_c03,Smile,common,19,inherit,NEW,New Species,new,9,new,mth_c02,Wave,common,6,sidegrade,mth_m02,Nova,mythic,2,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_m01,Core,mythic,calm,neutral,5,mth_m01,Core,mythic,57,inherit,mth_c03,Smile,common,18,inherit,NEW,New Species,new,17,new,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c03,Smile,common,neutral,mth_m02,Nova,mythic,flow,neutral,5,mth_m02,Nova,mythic,57,inherit,mth_c03,Smile,common,18,inherit,NEW,New Species,new,17,new,mth_c04,Dot,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_c04,Dot,common,neutral,neutral,4,mth_c04,Dot,common,82,inherit,mth_u02,Ripple,uncommon,11,upgrade,mth_c02,Wave,common,5,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_c05,Underline,common,neutral,neutral,5,mth_c04,Dot,common,41,inherit,mth_c05,Underline,common,40,inherit,mth_u01,Circle,uncommon,11,upgrade,mth_c03,Smile,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_u01,Circle,uncommon,calm,neutral,5,mth_u01,Circle,uncommon,47,inherit,mth_c04,Dot,common,36,inherit,mth_r01,Omega,rare,9,upgrade,mth_c03,Smile,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_u02,Ripple,uncommon,flow,neutral,5,mth_u02,Ripple,uncommon,47,inherit,mth_c04,Dot,common,36,inherit,mth_r02,Swirl,rare,9,upgrade,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_u03,Curve,uncommon,neutral,neutral,5,mth_u03,Curve,uncommon,47,inherit,mth_c04,Dot,common,36,inherit,mth_r02,Swirl,rare,9,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_u04,Whisker,uncommon,neutral,neutral,5,mth_u04,Whisker,uncommon,47,inherit,mth_c04,Dot,common,36,inherit,mth_r01,Omega,rare,9,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_r01,Omega,rare,calm,neutral,6,mth_r01,Omega,rare,54,inherit,mth_c04,Dot,common,30,inherit,mth_e01,Prism,epic,6,upgrade,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_r02,Swirl,rare,flow,neutral,6,mth_r02,Swirl,rare,54,inherit,mth_c04,Dot,common,30,inherit,mth_e02,Void,epic,6,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_r03,Triangle,rare,neutral,neutral,6,mth_r03,Triangle,rare,54,inherit,mth_c04,Dot,common,30,inherit,mth_e02,Void,epic,6,upgrade,mth_c05,Underline,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_e01,Prism,epic,calm,neutral,6,mth_e01,Prism,epic,60,inherit,mth_c04,Dot,common,23,inherit,mth_c03,Smile,common,6,sidegrade,NEW,New Species,new,5,new,mth_l01,Diamond,legendary,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_e02,Void,epic,flow,neutral,6,mth_e02,Void,epic,60,inherit,mth_c04,Dot,common,23,inherit,mth_c02,Wave,common,6,sidegrade,NEW,New Species,new,5,new,mth_l02,Spark,legendary,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_e03,Gem,epic,neutral,neutral,6,mth_e03,Gem,epic,60,inherit,mth_c04,Dot,common,23,inherit,mth_c01,Flat Line,common,6,sidegrade,NEW,New Species,new,5,new,mth_l01,Diamond,legendary,4,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_l01,Diamond,legendary,calm,neutral,6,mth_l01,Diamond,legendary,62,inherit,mth_c04,Dot,common,19,inherit,NEW,New Species,new,9,new,mth_c05,Underline,common,6,sidegrade,mth_m01,Core,mythic,2,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_l02,Spark,legendary,flow,neutral,6,mth_l02,Spark,legendary,62,inherit,mth_c04,Dot,common,19,inherit,NEW,New Species,new,9,new,mth_c03,Smile,common,6,sidegrade,mth_m02,Nova,mythic,2,upgrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_m01,Core,mythic,calm,neutral,5,mth_m01,Core,mythic,57,inherit,mth_c04,Dot,common,18,inherit,NEW,New Species,new,17,new,mth_c03,Smile,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c04,Dot,common,neutral,mth_m02,Nova,mythic,flow,neutral,5,mth_m02,Nova,mythic,57,inherit,mth_c04,Dot,common,18,inherit,NEW,New Species,new,17,new,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_c05,Underline,common,neutral,neutral,4,mth_c05,Underline,common,82,inherit,mth_u02,Ripple,uncommon,11,upgrade,mth_c02,Wave,common,5,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_u01,Circle,uncommon,calm,neutral,5,mth_u01,Circle,uncommon,47,inherit,mth_c05,Underline,common,36,inherit,mth_r01,Omega,rare,9,upgrade,mth_c04,Dot,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_u02,Ripple,uncommon,flow,neutral,5,mth_u02,Ripple,uncommon,47,inherit,mth_c05,Underline,common,36,inherit,mth_r02,Swirl,rare,9,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_u03,Curve,uncommon,neutral,neutral,5,mth_u03,Curve,uncommon,47,inherit,mth_c05,Underline,common,36,inherit,mth_r01,Omega,rare,9,upgrade,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_u04,Whisker,uncommon,neutral,neutral,5,mth_u04,Whisker,uncommon,47,inherit,mth_c05,Underline,common,36,inherit,mth_r02,Swirl,rare,9,upgrade,mth_c03,Smile,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_r01,Omega,rare,calm,neutral,6,mth_r01,Omega,rare,54,inherit,mth_c05,Underline,common,30,inherit,mth_e01,Prism,epic,6,upgrade,mth_c01,Flat Line,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_r02,Swirl,rare,flow,neutral,6,mth_r02,Swirl,rare,54,inherit,mth_c05,Underline,common,30,inherit,mth_e02,Void,epic,6,upgrade,mth_c02,Wave,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
mth_c05,Underline,common,neutral,mth_r03,Triangle,rare,neutral,neutral,6,mth_r03,Triangle,rare,54,inherit,mth_c05,Underline,common,30,inherit,mth_e01,Prism,epic,6,upgrade,mth_c03,Smile,common,6,sidegrade,CORRUPT,Corrupt,corrupt,2,corrupt,NEW,New Species,new,2,new,,,,,,,,,,,,,,,,,,,,
